	word	freq
0	w	0.0380225309521744
1	je	0.037303721696885575
2	z	0.026794234654042064
3	to	0.025963886031553248
4	i	0.025716020771108825
5	rok	0.023497626690131244
6	na	0.01980443430950935
7	sã	0.016743298343020734
8	do	0.013682162376532117
9	pò	0.009344520318754724
10	ë	0.008749643693688112
11	rodzëznë	0.00840263232906592
12	a	0.008340666013954815
13	téż	0.008092800753510392
14	rokù	0.007683823073777095
15	są	0.0065188563496883095
16	òd	0.006345350667377214
17	Christusa	0.005936372987643917
18	naszi	0.005824833620443927
19	narodzenim	0.005762867305332821
20	erë	0.0057504740423106
21	abò	0.00530431657351064
22	béł	0.0043872151098662765
23	nie	0.004226102690577402
24	ò	0.0040897767973329694
25	drëdżégò	0.004027810482221865
26	tësąclecô	0.0038914845889774317
27	mòże	0.0034577203831996925
28	dlô	0.0034205405941330294
29	że	0.0033709675420441447
30	mô	0.003271821437866376
31	wiele	0.0032594281748441548
32	przez	0.003222248385777491
33	za	0.0031231022815997223
34	jak	0.003085922492533059
35	XIX	0.0029248100732441845
36	np	0.002664551549777541
37	XVIII	0.0026149784976886564
38	ôrt	0.0026149784976886564
39	co	0.0026025852346664353
40	X	0.0025158323935108875
41	roscëna	0.0024290795523553396
42	bëła	0.002379506500266455
43	kòl	0.0023051469221331286
44	bëc	0.002255573870044244
45	jegò	0.0021936075549331383
46	tim	0.0021192479767998115
47	lëdzy	0.0021068547137775904
48	baro	0.0020944614507553694
49	kùńca	0.0020820681877331483
50	bëło	0.0020201018726220426
51	òn	0.0019953153465776005
52	ze	0.0019829220835553794
53	dniów	0.001958135557510937
54	we	0.0019209557684442737
55	tësąclecégò	0.0018713827163553893
56	ni	0.001846596190310947
57	pierszégò	0.0017722366121776202
58	XV	0.001747450086133178
59	jakno	0.001747450086133178
60	tu	0.001635910718933188
61	lat	0.0016111241928887456
62	ti	0.0015739444038220824
63	latach	0.0015615511407998611
64	ùr	0.00154915787777764
65	mają	0.0015243713517331977
66	ji	0.0015119780887109767
67	tak	0.0014624050366220922
68	tegò	0.0014500117735998712
69	pòd	0.0013756521954665444
70	chtëren	0.0013632589324443234
71	bëłë	0.001338472406399881
72	ale	0.0013136858803554387
73	gò	0.0013136858803554387
74	le	0.0013012926173332176
75	jich	0.0012888993543109966
76	stalatégò	0.0012888993543109966
77	równak	0.0012765060912887753
78	ju	0.0012641128282665543
79	nad	0.0012641128282665543
80	bez	0.0012145397761776698
81	dosc	0.0012145397761776698
82	przë	0.0012145397761776698
83	roscënë	0.0012021465131554488
84	mògą	0.0011773599871110064
85	chtërne	0.0011649667240887854
86	bò	0.0011525734610665643
87	szlach	0.001140180198044343
88	òb	0.001140180198044343
